"Domain"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"bin_ro.695"	"Bacteria"	"Patescibacteria"	"Dojkabacteria"	"SC72"	"SC72"	"UBA5232"	"UBA5232 sp012513575"
"bin_ro.711"	"Bacteria"	"Firmicutes_C"	"Negativicutes"	"Veillonellales"	"Megasphaeraceae"	"Megasphaera_A"	"Unclassified_Megasphaera_A"
"bin_ro.718"	"Bacteria"	"Acidobacteriota"	"Holophagae"	"Holophagales"	"Holophagaceae"	"Holophaga"	"Unclassified_Holophaga"
"bin_ro.723"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Novosphingobium"	"Unclassified_Novosphingobium"
"bin_ro.728"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"UBA932"	"Egerieousia"	"Unclassified_Egerieousia"
"bin_ro.736"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"JAGLBJ01"	"Unclassified_JAGLBJ01"
"bin_ro.737"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Oscillospirales"	"Ruminococcaceae"	"HUN007"	"Unclassified_HUN007"
"bin_ro.740"	"Bacteria"	"Chlamydiota"	"Chlamydiia"	"Chlamydiales"	"FEN-1388"	"Unclassified_FEN-1388"	"Unclassified_FEN-1388"
"bin_ro.743"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas_E"	"Pseudomonas_E sp014851865"
"bin_ro.744"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Peptostreptococcales"	"Filifactoraceae"	"Acetoanaerobium"	"Unclassified_Acetoanaerobium"
"bin_ro.750"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Pseudoxanthomonas_A"	"Unclassified_Pseudoxanthomonas_A"
"bin_ro.752"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"UBA1715"	"Unclassified_UBA1715"	"Unclassified_UBA1715"
"bin_ro.753"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Polaromonas"	"Unclassified_Polaromonas"
"bin_ro.757"	"Bacteria"	"Acidobacteriota"	"Blastocatellia"	"Pyrinomonadales"	"Pyrinomonadaceae"	"OLB17"	"Unclassified_OLB17"
"bin_ro.758"	"Bacteria"	"Firmicutes_C"	"Negativicutes"	"Selenomonadales"	"Selenomonadaceae"	"UBA1799"	"Unclassified_UBA1799"
"bin_ro.761"	"Bacteria"	"Actinobacteriota"	"Actinomycetia"	"Actinomycetales"	"Cellulomonadaceae"	"Cellulomonas"	"Unclassified_Cellulomonas"
"bin_ro.762"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Rhodoferax"	"Unclassified_Rhodoferax"
"bin_ro.77"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bdellovibrionales"	"Bdellovibrionaceae"	"Bdellovibrio"	"Unclassified_Bdellovibrio"
"bin_ro.770"	"Archaea"	"Methanobacteriota"	"Methanobacteria"	"Methanobacteriales"	"Methanobacteriaceae"	"Methanobrevibacter_A"	"Methanobrevibacter_A smithii"
"bin_ro.777"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Succinivibrionaceae"	"Succinivibrio"	"Unclassified_Succinivibrio"
"bin_ro.78"	"Bacteria"	"Synergistota"	"Synergistia"	"Synergistales"	"Synergistaceae"	"Cloacibacillus"	"Unclassified_Cloacibacillus"
"bin_ro.790"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Thiotrichaceae"	"Thiothrix"	"Thiothrix fructosivorans"
"bin_ro.792"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Ferruginibacter"	"Ferruginibacter sp017303335"
"bin_ro.802"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Paludibacteraceae"	"Unclassified_Paludibacteraceae"	"Unclassified_Paludibacteraceae"
"bin_ro.803"	"Bacteria"	"Bdellovibrionota_C"	"UBA2361"	"UBA2361"	"JAAYZI01"	"Unclassified_JAAYZI01"	"Unclassified_JAAYZI01"
"bin_ro.806"	"Bacteria"	"Actinobacteriota"	"Actinomycetia"	"Actinomycetales"	"Micrococcaceae"	"Paeniglutamicibacter"	"Paeniglutamicibacter antarcticus_A"
"bin_ro.821"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Pigmentiphaga"	"Unclassified_Pigmentiphaga"
"bin_ro.824"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Saccharofermentanales"	"Saccharofermentanaceae"	"Firm-13"	"Unclassified_Firm-13"
"bin_ro.825"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Niabella"	"Unclassified_Niabella"
"bin_ro.831"	"Bacteria"	"Actinobacteriota"	"Actinomycetia"	"Actinomycetales"	"Microbacteriaceae"	"JAAFHU01"	"Unclassified_JAAFHU01"
"bin_ro.841"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Brevundimonas"	"Unclassified_Brevundimonas"
"bin_ro.845"	"Bacteria"	"Myxococcota"	"Polyangia"	"Haliangiales"	"Haliangiaceae"	"JABFXX01"	"Unclassified_JABFXX01"
"bin_ro.848"	"Bacteria"	"Acidobacteriota"	"Blastocatellia"	"Pyrinomonadales"	"Pyrinomonadaceae"	"OLB17"	"Unclassified_OLB17"
"bin_ro.858"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Rhodoferax"	"Unclassified_Rhodoferax"
"bin_ro.862"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Eisenbergiella"	"Eisenbergiella sp900066775"
"bin_ro.864"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"Tepidisphaerales"	"Tepidisphaeraceae"	"JACMML01"	"Unclassified_JACMML01"
"bin_ro.869"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Pseudogemmobacter"	"Unclassified_Pseudogemmobacter"
"bin_ro.879"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"UBA6398"	"UBA6398 sp003150315"
"bin_ro.894"	"Bacteria"	"Fibrobacterota"	"Fibrobacteria"	"Fibrobacterales"	"Fibrobacteraceae"	"Unclassified_Fibrobacteraceae"	"Unclassified_Fibrobacteraceae"
"bin_ro.899"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Schlegelella"	"Unclassified_Schlegelella"
"bin_ro.900"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Saprospiraceae"	"JADKBO01"	"Unclassified_JADKBO01"
"bin_ro.906"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	"Unclassified_Flavobacterium"
"bin_ro.907"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Brevundimonas"	"Unclassified_Brevundimonas"
"bin_ro.916"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Rhodanobacteraceae"	"Dokdonella_A"	"Unclassified_Dokdonella_A"
"bin_ro.93"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"PHOS-HE28"	"PHOS-HE28"	"Unclassified_PHOS-HE28"
"bin_ro.934"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	"Zoogloea"	"Unclassified_Zoogloea"
"bin_ro.94"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"UBA3002"	"QFOX01"	"Unclassified_QFOX01"
"bin_ro.944"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Cloacibacterium"	"Unclassified_Cloacibacterium"
"bin_ro.948"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	"Thauera"	"Unclassified_Thauera"
"bin_ro.951"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"UBA1930"	"Unclassified_UBA1930"
"bin_ro.956"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Christensenellales"	"CAG-74"	"Limiplasma"	"Limiplasma merdipullorum"
"bin_ro.958"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Oscillospirales"	"Ruminococcaceae"	"JAGPHI01"	"JAGPHI01 sp018055565"
"bin_ro.964"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Citrobacter_B"	"Citrobacter_B koseri"
"bin_ro.966"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Pedobacter"	"Unclassified_Pedobacter"
"bin_ro.967"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Crocinitomicaceae"	"Fluviicola"	"Unclassified_Fluviicola"
"bin_ro.970"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Oscillospirales"	"Ruminococcaceae"	"Unclassified_Ruminococcaceae"	"Unclassified_Ruminococcaceae"
"bin_ro.982"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Aquaspirillaceae"	"Laribacter"	"Laribacter sp018055005"
"bin_ro.984"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Pusillimonas_A"	"Unclassified_Pusillimonas_A"
"bin_ro.987"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"JAGPKJ01"	"Unclassified_JAGPKJ01"
"bin_ro.99"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Thiomonas"	"Unclassified_Thiomonas"
"bin_ro.995"	"Bacteria"	"Hydrogenedentota"	"Hydrogenedentia"	"Hydrogenedentiales"	"CAITNO01"	"Unclassified_CAITNO01"	"Unclassified_CAITNO01"
"cph_rd.1001"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Paludibacteraceae"	"Unclassified_Paludibacteraceae"	"Unclassified_Paludibacteraceae"
"cph_rd.1014"	"Bacteria"	"Acidobacteriota"	"Vicinamibacteria"	"Vicinamibacterales"	"Unclassified_Vicinamibacterales"	"Unclassified_Vicinamibacterales"	"Unclassified_Vicinamibacterales"
"cph_rd.1037"	"Bacteria"	"Campylobacterota"	"Campylobacteria"	"Campylobacterales"	"Sulfurospirillaceae"	"Sulfurospirillum"	"Unclassified_Sulfurospirillum"
"cph_rd.1041"	"Bacteria"	"Actinobacteriota"	"Coriobacteriia"	"Coriobacteriales"	"Eggerthellaceae"	"CAG-1427"	"CAG-1427 sp000436075"
"cph_rd.1042"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Paludibacteraceae"	"Unclassified_Paludibacteraceae"	"Unclassified_Paludibacteraceae"
"cph_rd.105"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Rhodanobacteraceae"	"Metallibacterium"	"Unclassified_Metallibacterium"
"cph_rd.1051"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Carnobacteriaceae"	"Carnobacterium"	"Carnobacterium maltaromaticum"
"cph_rd.1053"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Rhodoferax"	"Unclassified_Rhodoferax"
"cph_rd.1056"	"Bacteria"	"Patescibacteria"	"Paceibacteria"	"Portnoybacterales_A"	"RBG-13-40-8-A"	"JAHILA01"	"Unclassified_JAHILA01"
"cph_rd.1064"	"Bacteria"	"Cloacimonadota"	"Cloacimonadia"	"Cloacimonadales"	"Cloacimonadaceae"	"Cloacimonas"	"Cloacimonas acidaminovorans"
"cph_rd.1075"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas_E"	"Pseudomonas_E helleri_A"
"cph_rd.1079"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellae"	"LD1-PB3"	"Lenti-01"	"Lenti-01"	"Lenti-01 sp002071335"
"cph_rd.1080"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Acidovorax"	"Unclassified_Acidovorax"
"cph_rd.110"	"Bacteria"	"Desulfobacterota"	"Desulfomonilia"	"UBA1062"	"UBA1062"	"UBA1062"	"UBA1062 sp002316295"
"cph_rd.1101"	"Bacteria"	"Patescibacteria"	"Saccharimonadia"	"Saccharimonadales"	"Saccharimonadaceae"	"SZUA-359"	"Unclassified_SZUA-359"
"cph_rd.1106"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"JJ008"	"Unclassified_JJ008"
"cph_rd.1114"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"CAIKUF01"	"Unclassified_CAIKUF01"
"cph_rd.1126"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"KLE1615"	"KLE1615 sp900066985"
"cph_rd.1128"	"Bacteria"	"Synergistota"	"Synergistia"	"Synergistales"	"Aminobacteriaceae"	"Aminivibrio"	"Unclassified_Aminivibrio"
"cph_rd.1131"	"Bacteria"	"Acidobacteriota"	"Vicinamibacteria"	"Vicinamibacterales"	"UBA2999"	"CADEFD01"	"Unclassified_CADEFD01"
"cph_rd.1134"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Halothiobacillales"	"Halothiobacillaceae"	"Halothiobacillus"	"Unclassified_Halothiobacillus"
"cph_rd.1143"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Aeromonadaceae"	"JAGOXX01"	"Unclassified_JAGOXX01"
"cph_rd.1148"	"Bacteria"	"Actinobacteriota"	"Thermoleophilia"	"RBG-16-64-13"	"RBG-16-64-13"	"JAAYZX01"	"Unclassified_JAAYZX01"
"cph_rd.1154"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Peptostreptococcales"	"Acidaminobacteraceae"	"Fusibacter_C"	"Unclassified_Fusibacter_C"
"cph_rd.116"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"SZUA-378"	"Unclassified_SZUA-378"
"cph_rd.1165"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Kaistella"	"Unclassified_Kaistella"
"cph_rd.1166"	"Bacteria"	"Patescibacteria"	"Saccharimonadia"	"Saccharimonadales"	"UBA1547"	"UBA6175"	"Unclassified_UBA6175"
"cph_rd.117"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified"
"cph_rd.1172"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"CAG-127"	"CAG-127 sp900319515"
"cph_rd.1173"	"Bacteria"	"Acidobacteriota"	"Thermoanaerobaculia"	"Thermoanaerobaculales"	"Thermoanaerobaculaceae"	"JAAYVZ01"	"JAAYVZ01 sp012516935"
"cph_rd.1181"	"Bacteria"	"Desulfobacterota"	"Syntrophia"	"Syntrophales"	"Smithellaceae"	"UBA4810"	"UBA4810 sp002418825"
"cph_rd.1196"	"Bacteria"	"Proteobacteria"	"Zetaproteobacteria"	"Unclassified_Zetaproteobacteria"	"Unclassified_Zetaproteobacteria"	"Unclassified_Zetaproteobacteria"	"Unclassified_Zetaproteobacteria"
"cph_rd.12"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Hyphomonadaceae"	"UBA7672"	"Unclassified_UBA7672"
"cph_rd.1206"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Comamonas"	"Unclassified_Comamonas"
"cph_rd.1208"	"Bacteria"	"Actinobacteriota"	"Actinomycetia"	"Actinomycetales"	"Dermatophilaceae"	"GCA-2748155"	"GCA-2748155 sp016715285"
"cph_rd.1216"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Oscillospirales"	"Oscillospiraceae"	"Dysosmobacter"	"Dysosmobacter sp001916835"
"cph_rd.1226"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Ottowia"	"Ottowia sp018060485"
"cph_rd.1237"	"Bacteria"	"Firmicutes_C"	"Negativicutes"	"Acidaminococcales"	"Acidaminococcaceae"	"Succiniclasticum"	"Succiniclasticum sp900544275"
"cph_rd.1251"	"Bacteria"	"Armatimonadota"	"UBA5377"	"UBA1398"	"UBA1398"	"UBA1398"	"UBA1398 sp002305165"
"cph_rd.1260"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Psychrobacter"	"Unclassified_Psychrobacter"
"cph_rd.1265"	"Bacteria"	"Desulfobacterota_I"	"Desulfovibrionia"	"Desulfovibrionales"	"Desulfovibrionaceae"	"Frigididesulfovibrio"	"Unclassified_Frigididesulfovibrio"
"cph_rd.1269"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Moraxella_A"	"Unclassified_Moraxella_A"
"cph_rd.1296"	"Bacteria"	"Firmicutes"	"Bacilli"	"RF39"	"UBA660"	"UMGS995"	"Unclassified_UMGS995"
"cph_rd.1305"	"Bacteria"	"KSB1"	"UBA2214"	"UBA2214"	"UBA2214"	"UBA2214"	"Unclassified_UBA2214"
"cph_rd.131"	"Bacteria"	"Krumholzibacteriota"	"Krumholzibacteria"	"LZORAL124-64-63"	"LZORAL124-64-63"	"CAINDZ01"	"CAINDZ01 sp016703265"
"cph_rd.1311"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Prevotella"	"Prevotella sp002407775"
"cph_rd.1316"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Unclassified_Lachnospiraceae"	"Unclassified_Lachnospiraceae"
"cph_rd.1324"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"RGIG8767"	"Unclassified_RGIG8767"
"cph_rd.1325"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Paludibacteraceae"	"JAAYPI01"	"JAAYPI01 sp012519885"
"cph_rd.1336"	"Archaea"	"Nanoarchaeota"	"Nanoarchaeia"	"Pacearchaeales"	"GW2011-AR1"	"MWBV01"	"MWBV01 sp002069705"
"cph_rd.1338"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Psychrobacter"	"Unclassified_Psychrobacter"
"cph_rd.1345"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"UBA12405"	"UBA12405"	"WARW01"	"Unclassified_WARW01"
"cph_rd.1346"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Moraxella"	"Unclassified_Moraxella"
"cph_rd.1347"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Chakrabartia"	"Chakrabartia sp016704425"
"cph_rd.1353"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Aquabacterium"	"Unclassified_Aquabacterium"
"cph_rd.1378"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	"Unclassified_Flavobacterium"
"cph_rd.1380"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Oscillospirales"	"Oscillospiraceae"	"Unclassified_Oscillospiraceae"	"Unclassified_Oscillospiraceae"
"cph_rd.1381"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Tannerellaceae"	"Parabacteroides"	"Parabacteroides distasonis"
"cph_rd.1389"	"Bacteria"	"Nitrospirota"	"Nitrospiria"	"Nitrospirales"	"Nitrospiraceae"	"Nitrospira_A"	"Nitrospira_A sp900170025"
"cph_rd.139"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Ferruginibacter"	"Ferruginibacter sp016703625"
"cph_rd.1409"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus_F"	"Unclassified_Enterococcus_F"
"cph_rd.1426"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Planobacterium"	"Unclassified_Planobacterium"
"cph_rd.143"	"Bacteria"	"Actinobacteriota"	"Actinomycetia"	"Mycobacteriales"	"Mycobacteriaceae"	"Gordonia"	"Gordonia bronchialis"
"cph_rd.1433"	"Bacteria"	"Synergistota"	"Synergistia"	"Synergistales"	"Thermovirgaceae"	"58-81"	"58-81 sp012729145"
"cph_rd.1434"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Oscillospirales"	"Oscillospiraceae"	"CAG-83"	"Unclassified_CAG-83"
"cph_rd.144"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Oscillospirales"	"Ruminococcaceae"	"Ruminococcus_D"	"Ruminococcus_D bicirculans"
"cph_rd.1448"	"Bacteria"	"Armatimonadota"	"UBA5829"	"UBA5829"	"UBA5829"	"DTKD01"	"Unclassified_DTKD01"
"cph_rd.1449"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"UBA9219"	"RFNS01"	"JAGOHT01"	"Unclassified_JAGOHT01"
"cph_rd.1458"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Saccharofermentanales"	"Fastidiosipilaceae"	"Unclassified_Fastidiosipilaceae"	"Unclassified_Fastidiosipilaceae"
"cph_rd.1468"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"TTA-H9"	"TTA-H9"	"TTA-H9 sp002071415"
"cph_rd.1478"	"Bacteria"	"Firmicutes_C"	"Negativicutes"	"Selenomonadales"	"Selenomonadaceae"	"Selenomonas_C"	"Selenomonas_C bovis"
"cph_rd.1481"	"Bacteria"	"Firmicutes"	"Bacilli"	"RF39"	"UBA660"	"CAG-533"	"CAG-533 sp000434495"
"cph_rd.1485"	"Bacteria"	"Bacteroidota"	"Ignavibacteria"	"SJA-28"	"B-1AR"	"JADJAH01"	"JADJAH01 sp016704345"
"cph_rd.1491"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	"Thauera"	"Thauera propionica"
"cph_rd.1498"	"Bacteria"	"Synergistota"	"Synergistia"	"Synergistales"	"Aminobacteriaceae"	"JAAYLU01"	"JAAYLU01 sp018436785"
"cph_rd.1500"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Algoriella"	"Unclassified_Algoriella"
"cph_rd.1505"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Oscillospirales"	"Ruminococcaceae"	"UMGS1668"	"UMGS1668 sp017991935"
"cph_rd.1515"	"Bacteria"	"Chloroflexota"	"Anaerolineae"	"UBA2200"	"UBA2200"	"UBA2200"	"UBA2200 sp002070215"
"cph_rd.1516"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"UMGS1375"	"UMGS1375 sp900066615"
"cph_rd.153"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"VadinHA17"	"LD21"	"LD21 sp012519515"
"cph_rd.1539"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Unclassified_Burkholderiaceae"	"Unclassified_Burkholderiaceae"
"cph_rd.154"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"UBA629"	"UBA629 sp017994075"
"cph_rd.1549"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Moraxella_A"	"Unclassified_Moraxella_A"
"cph_rd.1553"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"TANB77"	"CAG-508"	"CAG-793"	"Unclassified_CAG-793"
"cph_rd.1568"	"Bacteria"	"Patescibacteria"	"Saccharimonadia"	"Saccharimonadales"	"Nanosynbacteraceae"	"Nanosynbacter"	"Unclassified_Nanosynbacter"
"cph_rd.1573"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides cellulosilyticus"
"cph_rd.1576"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Comamonas_E"	"Unclassified_Comamonas_E"
"cph_rd.1594"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"AKYH767-A"	"OLB10"	"OLB10"	"OLB10 sp016699635"
"cph_rd.1605"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	"Fluviibacter"	"Unclassified_Fluviibacter"
"cph_rd.1613"	"Bacteria"	"Patescibacteria"	"Saccharimonadia"	"Saccharimonadales"	"Nanogingivalaceae"	"Nanogingivalis"	"Unclassified_Nanogingivalis"
"cph_rd.1630"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Aeromonadaceae"	"JAGOXX01"	"Unclassified_JAGOXX01"
"cph_rd.1636"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"UBA11774"	"UBA11774 sp003507655"
"cph_rd.1652"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Proteiniclasticum"	"Unclassified_Proteiniclasticum"
"cph_rd.1655"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Unclassified_Gammaproteobacteria"	"Unclassified_Gammaproteobacteria"	"Unclassified_Gammaproteobacteria"	"Unclassified_Gammaproteobacteria"
"cph_rd.1663"	"Bacteria"	"Actinobacteriota"	"Actinomycetia"	"Actinomycetales"	"Actinomycetaceae"	"Ancrocorticia"	"Unclassified_Ancrocorticia"
"cph_rd.1674"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellae"	"RFP12"	"UBA1067"	"DUPH01"	"DUPH01 sp017999015"
"cph_rd.168"	"Bacteria"	"Actinobacteriota"	"Actinomycetia"	"Propionibacteriales"	"Nocardioidaceae"	"Aeromicrobium"	"Unclassified_Aeromicrobium"
"cph_rd.18"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Oscillospirales"	"Oscillospiraceae"	"Unclassified_Oscillospiraceae"	"Unclassified_Oscillospiraceae"
"cph_rd.188"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Oscillospirales"	"Ruminococcaceae"	"Ruminococcus"	"Unclassified_Ruminococcus"
